,,,0,0,0
NBC,HANDBAG,MISCELLANEOUS,127.23,139.44,197
NBC,HEADPHONES,MISCELLANEOUS,5.3,5.72,63
NBC,JACKET,CELL PHONE,207.03,295.48,195
NBC,JEANS,CELL PHONE,67.29,72.83,147
NBC,JERSEY,SMART WATCH,181.53,193.04,111
NBC,KEYBOARD,MONITORS & TV,247.94,368.21,5
NBC,KNIFE,SMART WATCH,261.43,373.36,54
NBC,LANYARD,CELL PHONE,174.93,259.18,90
NBC,LAPTOP,CELL PHONE,287.04,382.68,127
NBC,LAWN MOWER,SPORTS,154.63,175.96,95
NBC,LEMONADE,MONITORS & TV,19.42,22.05,17
NBC,LOTION,SMART WATCH,96.32,104.36,56
NBC,MECHANICAL PENCIL,CLOTHING,290.47,362.53,96
NBC,MODEL CAR,MONITORS & TV,25.03,31.74,126
NBC,MUSIC SOFTWARE,MISCELLANEOUS,166.87,193.53,20
NBC,NAILS,CLOTHING,107.85,124.79,114
NBC,NECKLACE,CLOTHING,219.55,325.79,158
NBC,PAN,CLOTHING,182.21,225.24,81
NBC,PAPER,SPORTS,128.07,165.29,110
NBC,PEN,SMART WATCH,239.39,334.47,12
NBC,PENCIL,MISCELLANEOUS,218.31,236.32,78
NBC,PENCIL SHARPENER,MISCELLANEOUS,196.2,270.29,173
NBC,PLASMA TV,CLOTHING,226.73,318.01,89
NBC,POTATO CHIPS,LAPTOP COMPUTERS,98.57,135.86,106
NBC,RC CAR,MISCELLANEOUS,167.83,209.59,193
NBC,RC HELICOPTER,ACCESSORIES,83.58,124.23,157
NBC,RC PLANE,MISCELLANEOUS,64.12,90.08,77
NBC,RULLER,SMART WATCH,42.73,61.49,68
NBC,SAW,MONITORS & TV,217.72,312.39,25
NBC,SCREWDRIVER,SMART WATCH,296.76,336,186
NBC,SCREWS,MONITORS & TV,57.61,63.41,62
NBC,SHAMPOO,CLOTHING,157.32,174.58,75
NBC,SHAVING CREAM,CLOTHING,49.91,70.47,136
NBC,SHIN GUARDS,SMART WATCH,95.63,143.09,50
NBC,SHOES,MONITORS & TV,25.94,36.21,85
NBC,SHORTS,SMART WATCH,262.7,344.62,21
NBC,SHOVEL,MONITORS & TV,72.78,94.59,146
NBC,SMARTPHONE,MONITORS & TV,37.83,55.77,80
NBC,SOAP BAR,LAPTOP COMPUTERS,42.19,53.24,192
NBC,SOCKS,CLOTHING,95.45,142.62,58
NBC,SPOON,SPORTS,228.88,288.17,176
NBC,SPORTS DRINK,ACCESSORIES,13.77,16.09,15
NBC,SPRAY PAINT,SPORTS,84.34,117.92,133
NBC,STAPLER,CLOTHING,185.52,266.04,48
NBC,STOPWATCH,SMART WATCH,95.39,131.19,154
NBC,STRAWS,ACCESSORIES,226.35,322.38,121
NBC,STUFFED BEAR,MONITORS & TV,135.12,173.54,94
NBC,SUNGLASSES,MONITORS & TV,185.21,264.68,188
NBC,TENNIS BALL,MONITORS & TV,186.61,251.65,96
NBC,THERMOS,SMART WATCH,220.21,302.19,57
NBC,TIE,ACCESSORIES,24.51,30.31,132
NBC,TIRE,LAPTOP COMPUTERS,235.48,264.47,128
NBC,TOOTHBRUSH,LAPTOP COMPUTERS,23.97,31.25,114
NBC,TOOTHPASTE,SPORTS,54.23,57.64,104
NBC,TOWEL,MONITORS & TV,75.1,86.64,194
NBC,TV REMOTE,MISCELLANEOUS,115,137.7,83
NBC,VIDEO GAME,MONITORS & TV,57.76,86.59,143
NBC,WALLET,CELL PHONE,65.79,87.26,163
NBC,WATCH,LAPTOP COMPUTERS,279.69,299.37,105
NBC,WATER BOTTLE,ACCESSORIES,292.94,372.24,61
NBC,WINTER COAT,LAPTOP COMPUTERS,18.09,23.37,5
NBC,WRENCH,MISCELLANEOUS,19.3,21.32,171
NEW BALANCE,ALBUM,MONITORS & TV,243.75,345.08,33
NEW BALANCE,BASEBALL CAP,LAPTOP COMPUTERS,242.4,339.99,181
NEW BALANCE,BASKETBALL,MISCELLANEOUS,244.43,347.47,153
NEW BALANCE,BATTERIES,CELL PHONE,88.08,116.35,73
NEW BALANCE,BATTERY PACK,CLOTHING,164.06,243.44,119
NEW BALANCE,BLANKET,MISCELLANEOUS,31.33,42.46,25
NEW BALANCE,BLENDER,MONITORS & TV,75.45,101.87,9
NEW BALANCE,BOOK,ACCESSORIES,175.19,256.2,74
NEW BALANCE,BOTTLE OF SODA,LAPTOP COMPUTERS,131.71,160.76,8
NEW BALANCE,BOWTIE,MISCELLANEOUS,159.11,219.12,171
NEW BALANCE,BOX,SMART WATCH,64.63,79.83,82
NEW BALANCE,BRACELET,SMART WATCH,83.9,114.82,39
NEW BALANCE,CALCULATOR,SPORTS,61.64,67.24,14
NEW BALANCE,CAR,LAPTOP COMPUTERS,283.96,408.4,29
NEW BALANCE,CLEATS,MONITORS & TV,25.45,32.65,178
NEW BALANCE,COFFEE MUG,SMART WATCH,251.88,340.6,189
NEW BALANCE,COLOGNE,MISCELLANEOUS,186.25,264.7,160
NEW BALANCE,COLORED PENCILS,CLOTHING,117.4,125.73,92
NEW BALANCE,COMB,CLOTHING,151.42,189.72,116
NEW BALANCE,CRACKERS,SPORTS,183.14,267.84,5
NEW BALANCE,DESK,SPORTS,160.51,228.93,55
NEW BALANCE,DRILL,CELL PHONE,131.21,145.47,141
NEW BALANCE,DRILL BITS,CELL PHONE,225.16,257.87,108
NEW BALANCE,ERASER,MONITORS & TV,20.94,23.54,89
NEW BALANCE,FISHING ROD,LAPTOP COMPUTERS,71.98,99.74,200
NEW BALANCE,FLATSCREEN TV,LAPTOP COMPUTERS,92.73,111.01,98
NEW BALANCE,FLIP PHONE,LAPTOP COMPUTERS,32.9,34.86,20
NEW BALANCE,FLUTE,CELL PHONE,21.38,29.68,157
NEW BALANCE,FOOTBALL,CLOTHING,178.54,262.04,304
NEW BALANCE,FORK,MONITORS & TV,10.21,14.27,25
NEW BALANCE,FRISBEE,MISCELLANEOUS,215.28,228.07,117
NEW BALANCE,GLASSES,SPORTS,171.73,215.34,34
NEW BALANCE,GLOVES,ACCESSORIES,269.51,304.38,139
NEW BALANCE,GPS,MISCELLANEOUS,49.99,60.11,181
NEW BALANCE,HAIR GEL,SMART WATCH,108.84,151.25,94
NEW BALANCE,HAMMER,MONITORS & TV,15,20.66,189
NEW BALANCE,HAND TOWEL,CELL PHONE,174.55,194.3,123
NEW BALANCE,HANDBAG,MISCELLANEOUS,291.48,308.75,200
NEW BALANCE,HEADPHONES,MISCELLANEOUS,198.96,221.76,83
NEW BALANCE,JACKET,CELL PHONE,127.52,173.54,141
NEW BALANCE,JEANS,CELL PHONE,146.41,181.71,82
NEW BALANCE,JERSEY,SMART WATCH,246.35,360.76,28
NEW BALANCE,KEYBOARD,MONITORS & TV,240.3,359.29,188
NEW BALANCE,KNIFE,SMART WATCH,52.59,78.53,185
NEW BALANCE,LANYARD,CELL PHONE,200.25,238.02,45
NEW BALANCE,LAPTOP,CELL PHONE,260.28,282.24,66
NEW BALANCE,LAWN MOWER,SPORTS,69.9,83.02,89
NEW BALANCE,LEMONADE,MONITORS & TV,224.35,319.56,38
NEW BALANCE,LOTION,SMART WATCH,263.76,301.43,11
NEW BALANCE,MECHANICAL PENCIL,CLOTHING,247.75,330.94,88
NEW BALANCE,MODEL CAR,MONITORS & TV,5.64,6.11,172
NEW BALANCE,MUSIC SOFTWARE,MISCELLANEOUS,298.65,423.92,180
NEW BALANCE,NAILS,CLOTHING,299.89,360.17,124
NEW BALANCE,NECKLACE,CLOTHING,45.39,47.9,109
NEW BALANCE,PAN,CLOTHING,41.63,55.05,13
NEW BALANCE,PAPER,SPORTS,72.58,101.69,75
NEW BALANCE,PEN,SMART WATCH,182.36,217.89,78
NEW BALANCE,PENCIL,MISCELLANEOUS,121.42,149.62,153
NEW BALANCE,PENCIL SHARPENER,MISCELLANEOUS,157.56,207.64,22
NEW BALANCE,PLASMA TV,CLOTHING,282.52,313.8,78
NEW BALANCE,POTATO CHIPS,LAPTOP COMPUTERS,38.07,46.12,151
NEW BALANCE,RC CAR,MISCELLANEOUS,233.47,319.45,119
NEW BALANCE,RC HELICOPTER,ACCESSORIES,190.79,216.18,176
NEW BALANCE,RC PLANE,MISCELLANEOUS,179.75,199.92,88
NEW BALANCE,RULLER,SMART WATCH,238.81,262.45,132
NEW BALANCE,SAW,MONITORS & TV,281.06,368.8,21
NEW BALANCE,SCREWDRIVER,SMART WATCH,222.12,292.3,61
NEW BALANCE,SCREWS,MONITORS & TV,100.16,112.9,149
NEW BALANCE,SHAMPOO,CLOTHING,298.94,397.77,64
NEW BALANCE,SHAVING CREAM,CLOTHING,178.31,261.44,40
NEW BALANCE,SHIN GUARDS,SMART WATCH,194.05,271.32,169
NEW BALANCE,SHOES,MONITORS & TV,10.18,11.25,101
NEW BALANCE,SHORTS,SMART WATCH,245.12,311.85,38
NEW BALANCE,SHOVEL,MONITORS & TV,101.71,141.53,73
NEW BALANCE,SMARTPHONE,MONITORS & TV,257.68,285.52,55
NEW BALANCE,SOAP BAR,LAPTOP COMPUTERS,294.99,424.19,155
NEW BALANCE,SOCKS,CLOTHING,140.7,183.83,81
NEW BALANCE,SPOON,SPORTS,37.98,54.94,84
NEW BALANCE,SPORTS DRINK,ACCESSORIES,171.94,224.43,137
NEW BALANCE,SPRAY PAINT,SPORTS,220.31,306.46,175
NEW BALANCE,STAPLER,CLOTHING,128.42,140.85,44
NEW BALANCE,STOPWATCH,SMART WATCH,96.18,123.6,112
NEW BALANCE,STRAWS,ACCESSORIES,243.86,292.69,46
NEW BALANCE,STUFFED BEAR,MONITORS & TV,284.65,395.69,137
NEW BALANCE,SUNGLASSES,MONITORS & TV,92.85,124.4,177
NEW BALANCE,TENNIS BALL,MONITORS & TV,124.44,184,62
NEW BALANCE,THERMOS,SMART WATCH,107.23,146.04,81
NEW BALANCE,TIE,ACCESSORIES,204.95,280.7,78
NEW BALANCE,TIRE,LAPTOP COMPUTERS,156.82,208.37,25
NEW BALANCE,TOOTHBRUSH,LAPTOP COMPUTERS,8.05,10.45,159
NEW BALANCE,TOOTHPASTE,SPORTS,169.77,253.63,97
NEW BALANCE,TOWEL,MONITORS & TV,94.34,118.13,37
NEW BALANCE,TV REMOTE,MISCELLANEOUS,44.53,61.86,60
NEW BALANCE,VIDEO GAME,MONITORS & TV,175.73,238.4,96
NEW BALANCE,WALLET,CELL PHONE,60.74,84.11,167
NEW BALANCE,WATCH,LAPTOP COMPUTERS,204.75,282.69,114
NEW BALANCE,WATER BOTTLE,ACCESSORIES,189.97,220.53,48
NEW BALANCE,WINTER COAT,LAPTOP COMPUTERS,118.95,171.22,120
NEW BALANCE,WRENCH,MISCELLANEOUS,178.98,215.71,181
NIKE,ALBUM,MONITORS & TV,107.28,112.84,46
NIKE,BASEBALL CAP,LAPTOP COMPUTERS,160.44,206.8,23
NIKE,BASKETBALL,MISCELLANEOUS,255.86,297.48,44
NIKE,BATTERIES,CELL PHONE,239.4,316.84,43
NIKE,BATTERY PACK,CLOTHING,117.04,164.08,69
NIKE,BLANKET,MISCELLANEOUS,282.77,319.61,188
NIKE,BLENDER,MONITORS & TV,244.93,322.8,191
NIKE,BOOK,ACCESSORIES,282.4,351.4,29
NIKE,BOTTLE OF SODA,LAPTOP COMPUTERS,220.89,236.54,26
NIKE,BOWTIE,MISCELLANEOUS,74.42,98.38,150
NIKE,BOX,SMART WATCH,258.02,352.17,19
NIKE,BRACELET,SMART WATCH,226.85,284.15,99
NIKE,CALCULATOR,SPORTS,157.8,218.94,153
NIKE,CAR,LAPTOP COMPUTERS,48.01,59.52,133
NIKE,CLEATS,MONITORS & TV,149.62,196.4,143
NIKE,COFFEE MUG,SMART WATCH,41.71,57.96,161
NIKE,COLOGNE,MISCELLANEOUS,82.72,101.3,200
NIKE,COLORED PENCILS,CLOTHING,99.57,124.57,169
NIKE,COMB,CLOTHING,231.44,278.61,184
NIKE,CRACKERS,SPORTS,167.02,211.7,29
NIKE,DESK,SPORTS,289.37,414.79,84
NIKE,DRILL,CELL PHONE,111.3,133.69,110
NIKE,DRILL BITS,CELL PHONE,11.46,12.11,54
NIKE,ERASER,MONITORS & TV,136.5,156.37,103
NIKE,FISHING ROD,LAPTOP COMPUTERS,271.01,351.6,73
NIKE,FLATSCREEN TV,LAPTOP COMPUTERS,208.52,236.06,83
NIKE,FLIP PHONE,LAPTOP COMPUTERS,198.76,291.37,8
NIKE,FLUTE,CELL PHONE,146.75,183.74,41
NIKE,FOOTBALL,CLOTHING,103.46,116.28,367
NIKE,FORK,MONITORS & TV,243.5,273.2,98
NIKE,FRISBEE,MISCELLANEOUS,129.85,164.09,137
NIKE,GLASSES,SPORTS,64.16,93.8,50
NIKE,GLOVES,ACCESSORIES,113.98,151.42,11
NIKE,GPS,MISCELLANEOUS,157.17,167.84,66
NIKE,HAIR GEL,SMART WATCH,211.85,316.16,142
NIKE,HAMMER,MONITORS & TV,150.92,174.02,22
NIKE,HAND TOWEL,CELL PHONE,75.02,89.22,98
NIKE,HANDBAG,MISCELLANEOUS,41.72,54.35,6
NIKE,HEADPHONES,MISCELLANEOUS,129.99,151.29,189
NIKE,JACKET,CELL PHONE,80.75,97.17,7
NIKE,JEANS,CELL PHONE,49.78,53.59,175
NIKE,JERSEY,SMART WATCH,175.24,241.35,159
NIKE,KEYBOARD,MONITORS & TV,162.67,202.83,13
NIKE,KNIFE,SMART WATCH,227.83,300.72,102
NIKE,LANYARD,CELL PHONE,120.16,175.23,94
NIKE,LAPTOP,CELL PHONE,38.01,56.12,179
NIKE,LAWN MOWER,SPORTS,297.92,351.34,184
NIKE,LEMONADE,MONITORS & TV,142.65,180.94,179
NIKE,LOTION,SMART WATCH,78,98.82,27
NIKE,MECHANICAL PENCIL,CLOTHING,151.21,165.59,200
NIKE,MODEL CAR,MONITORS & TV,110.09,120.62,109
NIKE,MUSIC SOFTWARE,MISCELLANEOUS,121.83,144.28,116
NIKE,NAILS,CLOTHING,20.13,27.28,109
NIKE,NECKLACE,CLOTHING,58.15,75.74,192
NIKE,PAN,CLOTHING,10.3,13.44,173
NIKE,PAPER,SPORTS,240.08,261.86,6
NIKE,PEN,SMART WATCH,77.85,96.99,115
NIKE,PENCIL,MISCELLANEOUS,98.54,116.89,122
NIKE,PENCIL SHARPENER,MISCELLANEOUS,166.78,220.75,84
NIKE,PLASMA TV,CLOTHING,283,351.77,141
NIKE,POTATO CHIPS,LAPTOP COMPUTERS,99.37,121.31,125
NIKE,RC CAR,MISCELLANEOUS,32.15,37.15,125
NIKE,RC HELICOPTER,ACCESSORIES,152.14,222.33,82
NIKE,RC PLANE,MISCELLANEOUS,271.68,351.44,110
NIKE,RULLER,SMART WATCH,61.76,65.74,163
NIKE,SAW,MONITORS & TV,48.3,72.45,101
NIKE,SCREWDRIVER,SMART WATCH,291.5,331.93,70
NIKE,SCREWS,MONITORS & TV,188.43,231.35,81
NIKE,SHAMPOO,CLOTHING,197.52,243.11,98
NIKE,SHAVING CREAM,CLOTHING,121.33,156.03,94
NIKE,SHIN GUARDS,SMART WATCH,246.44,320.88,128
NIKE,SHOES,MONITORS & TV,253.28,343.98,189
NIKE,SHORTS,SMART WATCH,50.37,72.82,67
NIKE,SHOVEL,MONITORS & TV,276.69,327.53,177
NIKE,SMARTPHONE,MONITORS & TV,91.02,113.33,199
NIKE,SOAP BAR,LAPTOP COMPUTERS,47.36,66.97,116
NIKE,SOCKS,CLOTHING,186.83,214.3,86
NIKE,SPOON,SPORTS,245.91,328.58,110
NIKE,SPORTS DRINK,ACCESSORIES,252.07,305.08,44
NIKE,SPRAY PAINT,SPORTS,100.02,148.36,19
NIKE,STAPLER,CLOTHING,119.2,128.29,140
NIKE,STOPWATCH,SMART WATCH,117.53,125.74,158
NIKE,STRAWS,ACCESSORIES,89.27,117.91,55
NIKE,STUFFED BEAR,MONITORS & TV,220.62,262.8,96
NIKE,SUNGLASSES,MONITORS & TV,198.25,285.31,44
NIKE,TENNIS BALL,MONITORS & TV,33.03,35.78,15
NIKE,THERMOS,SMART WATCH,173.94,248.88,53
NIKE,TIE,ACCESSORIES,171.51,244.17,196
NIKE,TIRE,LAPTOP COMPUTERS,46.19,56.61,14
NIKE,TOOTHBRUSH,LAPTOP COMPUTERS,27.75,30.56,101
NIKE,TOOTHPASTE,SPORTS,48.33,64.83,94
NIKE,TOWEL,MONITORS & TV,157.93,171.06,180
NIKE,TV REMOTE,MISCELLANEOUS,131.92,163.79,170
NIKE,VIDEO GAME,MONITORS & TV,49.6,60.41,53
NIKE,WALLET,CELL PHONE,8.91,10.68,101
NIKE,WATCH,LAPTOP COMPUTERS,19.84,24.19,146
NIKE,WATER BOTTLE,ACCESSORIES,181.61,245.13,36
NIKE,WINTER COAT,LAPTOP COMPUTERS,60.14,67.24,50
NIKE,WRENCH,MISCELLANEOUS,154.11,182.66,91
NIKON,ALBUM,MONITORS & TV,243.99,347.66,177
NIKON,BASEBALL CAP,LAPTOP COMPUTERS,211.95,303.47,117
NIKON,BASKETBALL,MISCELLANEOUS,47.45,56.79,20
NIKON,BATTERIES,CELL PHONE,52.01,72.37,50
NIKON,BATTERY PACK,CLOTHING,43,51.61,167
NIKON,BLANKET,MISCELLANEOUS,61.85,70.97,160
NIKON,BLENDER,MONITORS & TV,115.26,172.68,104
NIKON,BOOK,ACCESSORIES,262.22,312.23,133
NIKON,BOTTLE OF SODA,LAPTOP COMPUTERS,65.66,70.33,87
NIKON,BOWTIE,MISCELLANEOUS,241.6,256.69,78
NIKON,BOX,SMART WATCH,240.8,323.13,115
NIKON,BRACELET,SMART WATCH,188.94,212.79,94
NIKON,CALCULATOR,SPORTS,60.43,83.44,162
NIKON,CAR,LAPTOP COMPUTERS,245.63,308.2,40
NIKON,CLEATS,MONITORS & TV,17.82,20.74,103
NIKON,COFFEE MUG,SMART WATCH,5.2,7.25,75
NIKON,COLOGNE,MISCELLANEOUS,218.43,301.6,25
NIKON,COLORED PENCILS,CLOTHING,215.12,227.23,57
NIKON,COMB,CLOTHING,175.88,206.4,172
NIKON,CRACKERS,SPORTS,297.9,378.29,163
NIKON,DESK,SPORTS,153.78,205.81,137
NIKON,DRILL,CELL PHONE,123.91,148.95,49
NIKON,DRILL BITS,CELL PHONE,28.39,30.87,91
NIKON,ERASER,MONITORS & TV,170.04,221.5,125
NIKON,FISHING ROD,LAPTOP COMPUTERS,157.63,198.37,56
NIKON,FLATSCREEN TV,LAPTOP COMPUTERS,59.48,66.21,45
NIKON,FLIP PHONE,LAPTOP COMPUTERS,57.11,62.82,51
NIKON,FLUTE,CELL PHONE,222.84,296.5,189
NIKON,FOOTBALL,CLOTHING,110.9,140.86,225
NIKON,FORK,MONITORS & TV,117.57,126.28,153
NIKON,FRISBEE,MISCELLANEOUS,114.2,164.69,97
NIKON,GLASSES,SPORTS,169.09,199.8,98
NIKON,GLOVES,ACCESSORIES,272.38,385.76,70
NIKON,GPS,MISCELLANEOUS,41.65,56.54,115
NIKON,HAIR GEL,SMART WATCH,209.69,256.89,11
NIKON,HAMMER,MONITORS & TV,232.51,296.64,115
NIKON,HAND TOWEL,CELL PHONE,115.94,134.29,167
NIKON,HANDBAG,MISCELLANEOUS,237.65,325.32,135
NIKON,HEADPHONES,MISCELLANEOUS,239.83,286.49,113
NIKON,JACKET,CELL PHONE,78.02,83.54,5
NIKON,JEANS,CELL PHONE,103.7,123.19,99
NIKON,JERSEY,SMART WATCH,39.31,48.19,186
NIKON,KEYBOARD,MONITORS & TV,185.42,259.46,187
NIKON,KNIFE,SMART WATCH,37.89,41.66,102
NIKON,LANYARD,CELL PHONE,206.88,280.94,52
NIKON,LAPTOP,CELL PHONE,78.37,85,172
NIKON,LAWN MOWER,SPORTS,106.89,119.7,41
NIKON,LEMONADE,MONITORS & TV,91.58,104.51,156
NIKON,LOTION,SMART WATCH,39.56,50.14,190
NIKON,MECHANICAL PENCIL,CLOTHING,69.41,73.57,95
NIKON,MODEL CAR,MONITORS & TV,240.13,288.05,128
NIKON,MUSIC SOFTWARE,MISCELLANEOUS,195.24,223.66,123
NIKON,NAILS,CLOTHING,294.83,370.63,168
NIKON,NECKLACE,CLOTHING,288.29,323.08,9
NIKON,PAN,CLOTHING,277.74,354.5,192
NIKON,PAPER,SPORTS,191.11,211.36,186
NIKON,PEN,SMART WATCH,36.7,54.65,166
NIKON,PENCIL,MISCELLANEOUS,111.52,132.81,199
NIKON,PENCIL SHARPENER,MISCELLANEOUS,127.68,154.97,173
NIKON,PLASMA TV,CLOTHING,76.26,111.87,25
NIKON,POTATO CHIPS,LAPTOP COMPUTERS,10.63,13.5,31
NIKON,RC CAR,MISCELLANEOUS,238.17,267.25,55
NIKON,RC HELICOPTER,ACCESSORIES,126.31,151.74,128
NIKON,RC PLANE,MISCELLANEOUS,251.63,295.25,68
NIKON,RULLER,SMART WATCH,144.5,195.25,68
NIKON,SAW,MONITORS & TV,110.94,131.87,63
NIKON,SCREWDRIVER,SMART WATCH,293.8,348.81,117
NIKON,SCREWS,MONITORS & TV,176.58,241.18,140
NIKON,SHAMPOO,CLOTHING,130.59,185.63,142
NIKON,SHAVING CREAM,CLOTHING,60.29,88.51,106
NIKON,SHIN GUARDS,SMART WATCH,182.18,242.52,33
NIKON,SHOES,MONITORS & TV,123.68,137.53,174
NIKON,SHORTS,SMART WATCH,243.68,352.05,130
NIKON,SHOVEL,MONITORS & TV,80.78,116.15,23
NIKON,SMARTPHONE,MONITORS & TV,247.76,267.19,19
NIKON,SOAP BAR,LAPTOP COMPUTERS,199.99,257.81,85
NIKON,SOCKS,CLOTHING,239.48,323.45,122
NIKON,SPOON,SPORTS,8.36,10.25,96
NIKON,SPORTS DRINK,ACCESSORIES,162.12,231.76,106
NIKON,SPRAY PAINT,SPORTS,227.21,336.26,37
NIKON,STAPLER,CLOTHING,74.7,80.02,175
NIKON,STOPWATCH,SMART WATCH,272.08,345.02,161
NIKON,STRAWS,ACCESSORIES,294.7,357,181
NIKON,STUFFED BEAR,MONITORS & TV,14.09,17.36,82
NIKON,SUNGLASSES,MONITORS & TV,218.17,264.55,86
NIKON,TENNIS BALL,MONITORS & TV,196.89,230.95,14
NIKON,THERMOS,SMART WATCH,282.11,334.87,28
NIKON,TIE,ACCESSORIES,19.29,22.24,116
NIKON,TIRE,LAPTOP COMPUTERS,110.53,145.19,113
NIKON,TOOTHBRUSH,LAPTOP COMPUTERS,151.31,183.64,82
NIKON,TOOTHPASTE,SPORTS,273.84,296.75,107
NIKON,TOWEL,MONITORS & TV,114.62,148.05,118
NIKON,TV REMOTE,MISCELLANEOUS,49.75,67.67,73
NIKON,VIDEO GAME,MONITORS & TV,151.03,221.23,82
NIKON,WALLET,CELL PHONE,274.09,294.1,170
NIKON,WATCH,LAPTOP COMPUTERS,115.96,161.6,5
NIKON,WATER BOTTLE,ACCESSORIES,191.74,216.41,117
NIKON,WINTER COAT,LAPTOP COMPUTERS,250.14,293.35,72
NIKON,WRENCH,MISCELLANEOUS,235.16,283.93,66
NINTENDO,ALBUM,MONITORS & TV,127.81,154.79,126
NINTENDO,BASEBALL CAP,LAPTOP COMPUTERS,9.19,11.24,160
NINTENDO,BASKETBALL,MISCELLANEOUS,247.66,290.4,106
NINTENDO,BATTERIES,CELL PHONE,37.36,44.65,189
NINTENDO,BATTERY PACK,CLOTHING,175.76,203.91,8
NINTENDO,BLANKET,MISCELLANEOUS,255.47,382.3,39
NINTENDO,BLENDER,MONITORS & TV,68.08,94.65,44
NINTENDO,BOOK,ACCESSORIES,136.37,182.58,148
NINTENDO,BOTTLE OF SODA,LAPTOP COMPUTERS,200.92,238.4,180
NINTENDO,BOWTIE,MISCELLANEOUS,104.36,142.88,86
NINTENDO,BOX,SMART WATCH,174.76,217.17,24
NINTENDO,BRACELET,SMART WATCH,214.17,313.62,127
NINTENDO,CALCULATOR,SPORTS,189.65,277.64,99
NINTENDO,CAR,LAPTOP COMPUTERS,22.85,27.08,20
NINTENDO,CLEATS,MONITORS & TV,254.26,295.88,51
NINTENDO,COFFEE MUG,SMART WATCH,222.06,332.64,11
NINTENDO,COLOGNE,MISCELLANEOUS,205.65,254.99,88
NINTENDO,COLORED PENCILS,CLOTHING,252.84,320.38,80
NINTENDO,COMB,CLOTHING,121.2,129.68,123
NINTENDO,CRACKERS,SPORTS,237.77,338.38,101
NINTENDO,DESK,SPORTS,195.27,239.63,53
NINTENDO,DRILL,CELL PHONE,293.53,364.3,41
NINTENDO,DRILL BITS,CELL PHONE,49.82,73.91,111
NINTENDO,ERASER,MONITORS & TV,223,296.13,174
NINTENDO,FISHING ROD,LAPTOP COMPUTERS,83.99,102.49,75
NINTENDO,FLATSCREEN TV,LAPTOP COMPUTERS,275.83,378.72,144
NINTENDO,FLIP PHONE,LAPTOP COMPUTERS,200.08,276.96,49
NINTENDO,FLUTE,CELL PHONE,91.78,121.63,96
NINTENDO,FOOTBALL,CLOTHING,281.41,416.89,258
NINTENDO,FORK,MONITORS & TV,10.68,12.87,122
NINTENDO,FRISBEE,MISCELLANEOUS,20.09,25.34,85
NINTENDO,GLASSES,SPORTS,267.81,313.14,104
NINTENDO,GLOVES,ACCESSORIES,179.65,248.37,113
NINTENDO,GPS,MISCELLANEOUS,268.24,348,37
NINTENDO,HAIR GEL,SMART WATCH,213.97,258.76,67
NINTENDO,HAMMER,MONITORS & TV,180.17,197.01,62
NINTENDO,HAND TOWEL,CELL PHONE,252.3,289.61,35
NINTENDO,HANDBAG,MISCELLANEOUS,232.66,323.48,28
NINTENDO,HEADPHONES,MISCELLANEOUS,38.98,57.65,83
NINTENDO,JACKET,CELL PHONE,227.49,331.77,82
NINTENDO,JEANS,CELL PHONE,96.73,128.02,20
NINTENDO,JERSEY,SMART WATCH,151.26,197.91,27
NINTENDO,KEYBOARD,MONITORS & TV,290.93,323.72,141
NINTENDO,KNIFE,SMART WATCH,128.87,135.94,183
NINTENDO,LANYARD,CELL PHONE,44.51,56.01,61
NINTENDO,LAPTOP,CELL PHONE,27.09,37.36,52
NINTENDO,LAWN MOWER,SPORTS,264.53,300.48,75
NINTENDO,LEMONADE,MONITORS & TV,231.39,309.33,168
NINTENDO,LOTION,SMART WATCH,207.54,233.15,18
NINTENDO,MECHANICAL PENCIL,CLOTHING,12.71,13.84,102
NINTENDO,MODEL CAR,MONITORS & TV,168.44,181.64,164
NINTENDO,MUSIC SOFTWARE,MISCELLANEOUS,162.13,209.61,184
NINTENDO,NAILS,CLOTHING,157.62,203.6,181
NINTENDO,NECKLACE,CLOTHING,181.67,241.47,60
NINTENDO,PAN,CLOTHING,167.33,185.39,120
NINTENDO,PAPER,SPORTS,26.01,37.24,13
NINTENDO,PEN,SMART WATCH,247.65,294.07,53
NINTENDO,PENCIL,MISCELLANEOUS,74.06,84.96,176
NINTENDO,PENCIL SHARPENER,MISCELLANEOUS,29.92,44.83,14
NINTENDO,PLASMA TV,CLOTHING,193.29,288,144
NINTENDO,POTATO CHIPS,LAPTOP COMPUTERS,216.15,321.79,87
NINTENDO,RC CAR,MISCELLANEOUS,202.75,269.19,21
NINTENDO,RC HELICOPTER,ACCESSORIES,36.09,52.53,19
NINTENDO,RC PLANE,MISCELLANEOUS,172.49,236.53,30
NINTENDO,RULLER,SMART WATCH,130.75,161.59,72
NINTENDO,SAW,MONITORS & TV,93.94,104.43,174
NINTENDO,SCREWDRIVER,SMART WATCH,118.2,161.56,55
NINTENDO,SCREWS,MONITORS & TV,196.96,238.47,127
NINTENDO,SHAMPOO,CLOTHING,213.28,264.76,10
NINTENDO,SHAVING CREAM,CLOTHING,249.78,339.39,101
NINTENDO,SHIN GUARDS,SMART WATCH,171.4,235.87,143
NINTENDO,SHOES,MONITORS & TV,187.04,242.4,46
NINTENDO,SHORTS,SMART WATCH,186.57,264.89,181
